group,outer_fold,model,inner_best_rmse,outer_rmse,outer_mae,best_params,n_selected_features,selected_features
low,4,RandomForest,6.202498859925751,5.9559071587784596,4.710170486176653,"{""n_estimators"": 303, ""max_depth"": 21, ""min_samples_split"": 3, ""max_features"": 0.44505644271274836}",40,"[""CENTER_AIR_BAG_PRESSURE_q75"", ""CENTER_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_TABLE_median"", ""RIPPLE_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_median"", ""SLURRY_FLOW_LINE_C_q25"", ""WAFER_ROTATION_seg2_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""USAGE_OF_BACKING_FILM_median"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""SLURRY_FLOW_LINE_A_seg1_std"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""WAFER_ROTATION_seg2_std"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_A_q75"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg1_median"", ""USAGE_OF_POLISHING_TABLE_median"", ""EDGE_AIR_BAG_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_C_q75"", ""MAIN_OUTER_AIR_BAG_PRESSURE_q75"", ""STAGE_ROTATION_seg1_std"", ""WAFER_ROTATION_seg1_std"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""RIPPLE_AIR_BAG_PRESSURE_q75"", ""EDGE_AIR_BAG_PRESSURE_q90"", ""PRESSURIZED_CHAMBER_PRESSURE_median"", ""WAFER_ROTATION_seg3_std"", ""WAFER_ROTATION_seg1_mean"", ""MAIN_OUTER_AIR_BAG_PRESSURE_std"", ""SLURRY_FLOW_LINE_C_stability"", ""CENTER_AIR_BAG_PRESSURE_spike_count"", ""SLURRY_FLOW_LINE_B_seg1_mean"", ""STAGE_ROTATION_q75"", ""DURATION_SEC"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""RETAINER_RING_PRESSURE_q90"", ""HEAD_ROTATION_seg2_mean""]"
low,4,SVR,5.821417885060866,5.763446482227311,4.182041394604304,"{""C"": 45.59284776674153, ""epsilon"": 0.019202539319844267, ""gamma"": 0.009913844257965423}",40,"[""CENTER_AIR_BAG_PRESSURE_q75"", ""CENTER_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_TABLE_median"", ""RIPPLE_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_median"", ""SLURRY_FLOW_LINE_C_q25"", ""WAFER_ROTATION_seg2_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""USAGE_OF_BACKING_FILM_median"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""SLURRY_FLOW_LINE_A_seg1_std"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""WAFER_ROTATION_seg2_std"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_A_q75"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg1_median"", ""USAGE_OF_POLISHING_TABLE_median"", ""EDGE_AIR_BAG_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_C_q75"", ""MAIN_OUTER_AIR_BAG_PRESSURE_q75"", ""STAGE_ROTATION_seg1_std"", ""WAFER_ROTATION_seg1_std"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""RIPPLE_AIR_BAG_PRESSURE_q75"", ""EDGE_AIR_BAG_PRESSURE_q90"", ""PRESSURIZED_CHAMBER_PRESSURE_median"", ""WAFER_ROTATION_seg3_std"", ""WAFER_ROTATION_seg1_mean"", ""MAIN_OUTER_AIR_BAG_PRESSURE_std"", ""SLURRY_FLOW_LINE_C_stability"", ""CENTER_AIR_BAG_PRESSURE_spike_count"", ""SLURRY_FLOW_LINE_B_seg1_mean"", ""STAGE_ROTATION_q75"", ""DURATION_SEC"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""RETAINER_RING_PRESSURE_q90"", ""HEAD_ROTATION_seg2_mean""]"
low,5,XGBoost,5.686303448539142,6.255376518301595,4.648994157196556,"{""n_estimators"": 652, ""max_depth"": 2, ""learning_rate"": 0.029925190725094697, ""colsample_bytree"": 0.8023525168551457}",43,"[""CENTER_AIR_BAG_PRESSURE_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""RIPPLE_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_median"", ""CENTER_AIR_BAG_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_q25"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""MAIN_OUTER_AIR_BAG_PRESSURE_q90"", ""WAFER_ROTATION_seg2_mean"", ""SLURRY_FLOW_LINE_A_seg1_std"", ""EDGE_AIR_BAG_PRESSURE_seg3_std"", ""USAGE_OF_BACKING_FILM_median"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_q10"", ""RIPPLE_AIR_BAG_PRESSURE_q75"", ""WAFER_ROTATION_seg2_std"", ""SLURRY_FLOW_LINE_C_seg1_median"", ""WAFER_ROTATION_seg3_std"", ""USAGE_OF_POLISHING_TABLE_median"", ""USAGE_OF_DRESSER_TABLE_median"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""SLURRY_FLOW_LINE_C_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_iqr"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg3_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_upper_tail_ratio"", ""SLURRY_FLOW_LINE_C_stability"", ""RIPPLE_AIR_BAG_PRESSURE_spike_count"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""STAGE_ROTATION_q75"", ""WAFER_ROTATION_q75"", ""HEAD_ROTATION_seg2_std"", ""STAGE_ROTATION_lag1_autocorr"", ""PRESSURIZED_CHAMBER_PRESSURE_median"", ""WAFER_ROTATION_seg1_std"", ""CENTER_AIR_BAG_PRESSURE_seg1_std"", ""RETAINER_RING_PRESSURE_upper_tail_ratio"", ""WAFER_ROTATION_seg1_mean""]"
low,5,RandomForest,5.750249033645198,5.655551239339945,4.416681323390764,"{""n_estimators"": 366, ""max_depth"": 12, ""min_samples_split"": 2, ""max_features"": 0.3485498312919688}",43,"[""CENTER_AIR_BAG_PRESSURE_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""RIPPLE_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_median"", ""CENTER_AIR_BAG_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_q25"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""MAIN_OUTER_AIR_BAG_PRESSURE_q90"", ""WAFER_ROTATION_seg2_mean"", ""SLURRY_FLOW_LINE_A_seg1_std"", ""EDGE_AIR_BAG_PRESSURE_seg3_std"", ""USAGE_OF_BACKING_FILM_median"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_q10"", ""RIPPLE_AIR_BAG_PRESSURE_q75"", ""WAFER_ROTATION_seg2_std"", ""SLURRY_FLOW_LINE_C_seg1_median"", ""WAFER_ROTATION_seg3_std"", ""USAGE_OF_POLISHING_TABLE_median"", ""USAGE_OF_DRESSER_TABLE_median"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""SLURRY_FLOW_LINE_C_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_iqr"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg3_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_upper_tail_ratio"", ""SLURRY_FLOW_LINE_C_stability"", ""RIPPLE_AIR_BAG_PRESSURE_spike_count"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""STAGE_ROTATION_q75"", ""WAFER_ROTATION_q75"", ""HEAD_ROTATION_seg2_std"", ""STAGE_ROTATION_lag1_autocorr"", ""PRESSURIZED_CHAMBER_PRESSURE_median"", ""WAFER_ROTATION_seg1_std"", ""CENTER_AIR_BAG_PRESSURE_seg1_std"", ""RETAINER_RING_PRESSURE_upper_tail_ratio"", ""WAFER_ROTATION_seg1_mean""]"
low,5,SVR,5.634125035729867,6.035521003371562,4.700476972414628,"{""C"": 37.415034993636084, ""epsilon"": 0.011458651682410254, ""gamma"": 0.009849728468333038}",43,"[""CENTER_AIR_BAG_PRESSURE_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""RIPPLE_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_median"", ""CENTER_AIR_BAG_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_q25"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""MAIN_OUTER_AIR_BAG_PRESSURE_q90"", ""WAFER_ROTATION_seg2_mean"", ""SLURRY_FLOW_LINE_A_seg1_std"", ""EDGE_AIR_BAG_PRESSURE_seg3_std"", ""USAGE_OF_BACKING_FILM_median"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_q10"", ""RIPPLE_AIR_BAG_PRESSURE_q75"", ""WAFER_ROTATION_seg2_std"", ""SLURRY_FLOW_LINE_C_seg1_median"", ""WAFER_ROTATION_seg3_std"", ""USAGE_OF_POLISHING_TABLE_median"", ""USAGE_OF_DRESSER_TABLE_median"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""SLURRY_FLOW_LINE_C_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_iqr"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg3_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_upper_tail_ratio"", ""SLURRY_FLOW_LINE_C_stability"", ""RIPPLE_AIR_BAG_PRESSURE_spike_count"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""STAGE_ROTATION_q75"", ""WAFER_ROTATION_q75"", ""HEAD_ROTATION_seg2_std"", ""STAGE_ROTATION_lag1_autocorr"", ""PRESSURIZED_CHAMBER_PRESSURE_median"", ""WAFER_ROTATION_seg1_std"", ""CENTER_AIR_BAG_PRESSURE_seg1_std"", ""RETAINER_RING_PRESSURE_upper_tail_ratio"", ""WAFER_ROTATION_seg1_mean""]"
high,1,XGBoost,2.6552485035463462,2.3983289797731717,1.984062385253906,"{""n_estimators"": 547, ""max_depth"": 2, ""learning_rate"": 0.02646226285599237, ""colsample_bytree"": 0.8763689178471405}",43,"[""USAGE_OF_DRESSER_TABLE_median"", ""USAGE_OF_BACKING_FILM_median"", ""CENTER_AIR_BAG_PRESSURE_q90"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_median"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""STAGE_ROTATION_q75"", ""SLURRY_FLOW_LINE_C_seg1_median"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""EDGE_AIR_BAG_PRESSURE_upper_tail_ratio"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_q75"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_A_seg1_median"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""SLURRY_FLOW_LINE_C_q75"", ""HEAD_ROTATION_slope"", ""HEAD_ROTATION_seg2_std"", ""STAGE_ROTATION_lag1_autocorr"", ""WAFER_ROTATION_seg1_mean"", ""HEAD_ROTATION_seg1_std"", ""RETAINER_RING_PRESSURE_q75"", ""STAGE_ROTATION_std"", ""WAFER_ROTATION_lag1_autocorr"", ""CENTER_AIR_BAG_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_iqr"", ""MAIN_OUTER_AIR_BAG_PRESSURE_q75"", ""DRESSING_WATER_STATUS_median"", ""HEAD_ROTATION_seg3_mean"", ""HEAD_ROTATION_seg2_mean"", ""WAFER_ROTATION_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""RETAINER_RING_PRESSURE_q90"", ""RETAINER_RING_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_B_seg1_mean"", ""WAFER_ROTATION_seg2_std"", ""STAGE_ROTATION_seg3_mean""]"
high,1,RandomForest,2.9582508967166916,2.377253330280549,1.9722482001357569,"{""n_estimators"": 234, ""max_depth"": 8, ""min_samples_split"": 4, ""max_features"": 0.3718959768009343}",43,"[""USAGE_OF_DRESSER_TABLE_median"", ""USAGE_OF_BACKING_FILM_median"", ""CENTER_AIR_BAG_PRESSURE_q90"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_median"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""STAGE_ROTATION_q75"", ""SLURRY_FLOW_LINE_C_seg1_median"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""EDGE_AIR_BAG_PRESSURE_upper_tail_ratio"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_q75"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_A_seg1_median"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""SLURRY_FLOW_LINE_C_q75"", ""HEAD_ROTATION_slope"", ""HEAD_ROTATION_seg2_std"", ""STAGE_ROTATION_lag1_autocorr"", ""WAFER_ROTATION_seg1_mean"", ""HEAD_ROTATION_seg1_std"", ""RETAINER_RING_PRESSURE_q75"", ""STAGE_ROTATION_std"", ""WAFER_ROTATION_lag1_autocorr"", ""CENTER_AIR_BAG_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_iqr"", ""MAIN_OUTER_AIR_BAG_PRESSURE_q75"", ""DRESSING_WATER_STATUS_median"", ""HEAD_ROTATION_seg3_mean"", ""HEAD_ROTATION_seg2_mean"", ""WAFER_ROTATION_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""RETAINER_RING_PRESSURE_q90"", ""RETAINER_RING_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_B_seg1_mean"", ""WAFER_ROTATION_seg2_std"", ""STAGE_ROTATION_seg3_mean""]"
high,1,SVR,3.089744706204989,2.260610654425846,1.8606548164652388,"{""C"": 15.967548700999735, ""epsilon"": 0.07778042978817762, ""gamma"": 0.0014642407196184908}",43,"[""USAGE_OF_DRESSER_TABLE_median"", ""USAGE_OF_BACKING_FILM_median"", ""CENTER_AIR_BAG_PRESSURE_q90"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_q90"", ""USAGE_OF_DRESSER_median"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""STAGE_ROTATION_q75"", ""SLURRY_FLOW_LINE_C_seg1_median"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""EDGE_AIR_BAG_PRESSURE_upper_tail_ratio"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_q75"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_A_seg1_median"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""SLURRY_FLOW_LINE_C_q75"", ""HEAD_ROTATION_slope"", ""HEAD_ROTATION_seg2_std"", ""STAGE_ROTATION_lag1_autocorr"", ""WAFER_ROTATION_seg1_mean"", ""HEAD_ROTATION_seg1_std"", ""RETAINER_RING_PRESSURE_q75"", ""STAGE_ROTATION_std"", ""WAFER_ROTATION_lag1_autocorr"", ""CENTER_AIR_BAG_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_iqr"", ""MAIN_OUTER_AIR_BAG_PRESSURE_q75"", ""DRESSING_WATER_STATUS_median"", ""HEAD_ROTATION_seg3_mean"", ""HEAD_ROTATION_seg2_mean"", ""WAFER_ROTATION_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""RETAINER_RING_PRESSURE_q90"", ""RETAINER_RING_PRESSURE_seg1_mean"", ""SLURRY_FLOW_LINE_B_seg1_mean"", ""WAFER_ROTATION_seg2_std"", ""STAGE_ROTATION_seg3_mean""]"
high,2,XGBoost,2.6752497613631734,3.004461189411336,2.3878863574218756,"{""n_estimators"": 711, ""max_depth"": 3, ""learning_rate"": 0.015422560983534313, ""colsample_bytree"": 0.8701780656948103}",50,"[""USAGE_OF_DRESSER_TABLE_median"", ""EDGE_AIR_BAG_PRESSURE_q90"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""WAFER_ROTATION_seg1_mean"", ""USAGE_OF_BACKING_FILM_median"", ""SLURRY_FLOW_LINE_B_std"", ""USAGE_OF_DRESSER_median"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""RETAINER_RING_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""RIPPLE_AIR_BAG_PRESSURE_q90"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""WAFER_ROTATION_seg1_std"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""WAFER_ROTATION_seg3_std"", ""HEAD_ROTATION_slope"", ""WAFER_ROTATION_slope"", ""STAGE_ROTATION_seg3_std"", ""RETAINER_RING_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_C_iqr"", ""SLURRY_FLOW_LINE_A_seg1_median"", ""STAGE_ROTATION_seg2_std"", ""WAFER_ROTATION_seg2_std"", ""RETAINER_RING_PRESSURE_seg1_mean"", ""DRESSING_WATER_STATUS_median"", ""HEAD_ROTATION_seg2_mean"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg2_mean"", ""HEAD_ROTATION_seg1_std"", ""STAGE_ROTATION_lag1_autocorr"", ""WAFER_ROTATION_lag1_autocorr"", ""SLURRY_FLOW_LINE_B_slope"", ""SLURRY_FLOW_LINE_C_stability"", ""SLURRY_FLOW_LINE_B_seg2_std"", ""SLURRY_FLOW_LINE_C_seg2_std"", ""WAFER_ROTATION_seg2_mean"", ""WAFER_ROTATION_std"", ""STAGE_ROTATION_seg3_mean"", ""HEAD_ROTATION_seg3_mean"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""HEAD_ROTATION_seg2_std"", ""SLURRY_FLOW_LINE_C_std"", ""CENTER_AIR_BAG_PRESSURE_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""HEAD_ROTATION_seg1_mean"", ""STAGE_ROTATION_q75""]"
high,2,RandomForest,2.6918219493622573,2.9292448314121766,2.3394447804066494,"{""n_estimators"": 222, ""max_depth"": 11, ""min_samples_split"": 4, ""max_features"": 0.2852916910043315}",50,"[""USAGE_OF_DRESSER_TABLE_median"", ""EDGE_AIR_BAG_PRESSURE_q90"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""WAFER_ROTATION_seg1_mean"", ""USAGE_OF_BACKING_FILM_median"", ""SLURRY_FLOW_LINE_B_std"", ""USAGE_OF_DRESSER_median"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""RETAINER_RING_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""RIPPLE_AIR_BAG_PRESSURE_q90"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""WAFER_ROTATION_seg1_std"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""WAFER_ROTATION_seg3_std"", ""HEAD_ROTATION_slope"", ""WAFER_ROTATION_slope"", ""STAGE_ROTATION_seg3_std"", ""RETAINER_RING_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_C_iqr"", ""SLURRY_FLOW_LINE_A_seg1_median"", ""STAGE_ROTATION_seg2_std"", ""WAFER_ROTATION_seg2_std"", ""RETAINER_RING_PRESSURE_seg1_mean"", ""DRESSING_WATER_STATUS_median"", ""HEAD_ROTATION_seg2_mean"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg2_mean"", ""HEAD_ROTATION_seg1_std"", ""STAGE_ROTATION_lag1_autocorr"", ""WAFER_ROTATION_lag1_autocorr"", ""SLURRY_FLOW_LINE_B_slope"", ""SLURRY_FLOW_LINE_C_stability"", ""SLURRY_FLOW_LINE_B_seg2_std"", ""SLURRY_FLOW_LINE_C_seg2_std"", ""WAFER_ROTATION_seg2_mean"", ""WAFER_ROTATION_std"", ""STAGE_ROTATION_seg3_mean"", ""HEAD_ROTATION_seg3_mean"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""HEAD_ROTATION_seg2_std"", ""SLURRY_FLOW_LINE_C_std"", ""CENTER_AIR_BAG_PRESSURE_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""HEAD_ROTATION_seg1_mean"", ""STAGE_ROTATION_q75""]"
high,2,SVR,2.5158410534473923,3.1577703034406817,2.542067123115333,"{""C"": 17.102434699605038, ""epsilon"": 0.05245440736044463, ""gamma"": 0.001143098194425704}",50,"[""USAGE_OF_DRESSER_TABLE_median"", ""EDGE_AIR_BAG_PRESSURE_q90"", ""PRESSURIZED_CHAMBER_PRESSURE_seg1_mean"", ""WAFER_ROTATION_seg1_mean"", ""USAGE_OF_BACKING_FILM_median"", ""SLURRY_FLOW_LINE_B_std"", ""USAGE_OF_DRESSER_median"", ""PRESSURIZED_CHAMBER_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_seg1_mean"", ""RETAINER_RING_PRESSURE_q75"", ""SLURRY_FLOW_LINE_A_seg1_std"", ""PRESSURIZED_CHAMBER_PRESSURE_q90"", ""RIPPLE_AIR_BAG_PRESSURE_q90"", ""EDGE_AIR_BAG_PRESSURE_q75"", ""WAFER_ROTATION_seg1_std"", ""EDGE_AIR_BAG_PRESSURE_seg1_mean"", ""WAFER_ROTATION_seg3_std"", ""HEAD_ROTATION_slope"", ""WAFER_ROTATION_slope"", ""STAGE_ROTATION_seg3_std"", ""RETAINER_RING_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_C_iqr"", ""SLURRY_FLOW_LINE_A_seg1_median"", ""STAGE_ROTATION_seg2_std"", ""WAFER_ROTATION_seg2_std"", ""RETAINER_RING_PRESSURE_seg1_mean"", ""DRESSING_WATER_STATUS_median"", ""HEAD_ROTATION_seg2_mean"", ""SLURRY_FLOW_LINE_C_seg1_mean"", ""SLURRY_FLOW_LINE_C_seg2_mean"", ""HEAD_ROTATION_seg1_std"", ""STAGE_ROTATION_lag1_autocorr"", ""WAFER_ROTATION_lag1_autocorr"", ""SLURRY_FLOW_LINE_B_slope"", ""SLURRY_FLOW_LINE_C_stability"", ""SLURRY_FLOW_LINE_B_seg2_std"", ""SLURRY_FLOW_LINE_C_seg2_std"", ""WAFER_ROTATION_seg2_mean"", ""WAFER_ROTATION_std"", ""STAGE_ROTATION_seg3_mean"", ""HEAD_ROTATION_seg3_mean"", ""MAIN_OUTER_AIR_BAG_PRESSURE_seg1_mean"", ""PRESSURIZED_CHAMBER_PRESSURE_seg3_std"", ""SLURRY_FLOW_LINE_B_seg1_std"", ""HEAD_ROTATION_seg2_std"", ""SLURRY_FLOW_LINE_C_std"", ""CENTER_AIR_BAG_PRESSURE_q75"", ""PRESSURIZED_CHAMBER_PRESSURE_std"", ""HEAD_ROTATION_seg1_mean"", ""STAGE_ROTATION_q75""]"
